,term,sum_weights
1207,doesnt,4.599538483216868
2016,maybe,4.598867175414281
1889,lenders,4.598010642691855
2306,perfect,4.5962483723089775
329,acc,4.592639453794386
231,620,4.591284313054244
88,2100,4.583640600871135
3068,telling,4.574004985815644
167,4200,4.5676686589076585
2876,simply,4.5591281147693525
2573,reflected,4.556422320736231
2375,potentially,4.554763390428952
409,adverse,4.54578826709601
112,270,4.5438023999269
216,6000,4.543647177487796
2530,recall,4.540440089923449
161,4000,4.538379176552198
798,closing,4.53622451721925
119,290,4.53532611826147
1770,inside,4.5264390104779
692,calling,4.521933324930042
452,allegedly,4.509998669938302
1842,knowing,4.508550526940186
2975,stopped,4.5050837684431375
1689,immediate,4.502837301659544
901,consistent,4.490330809065325
3232,upset,4.480300559338934
741,challenged,4.475272198559569
1781,instrument,4.469199111963172
1444,final,4.468809941915792
2372,posted,4.46707090452367
1638,homeowners,4.461722349299232
2642,repair,4.440239543374632
2494,qualify,4.43903086789515
2611,relating,4.437113793502341
2263,ownership,4.426866169469796
2853,short,4.421841342372239
3027,supervisor,4.413605859429267
1900,liable,4.40861530090586
2319,personally,4.405100231766527
1056,decline,4.399144195721919
613,began,4.390961656337635
3228,uphold,4.381867195665967
1005,ct,4.377879350955646
598,banker,4.377050966280457
2117,named,4.375915834658722
2995,subject,4.368247143722928
1646,hospital,4.365571653372892
1400,falsely,4.356457230710076
180,470,4.345380813586771
2059,minimum,4.345137097289572
1939,llc,4.344879330457303
1092,delinquencies,4.336629399840896
630,big,4.330753428310536
2976,stopping,4.314074271592648
1586,happening,4.311074526621218
2281,particularly,4.306967715458346
894,consequences,4.305003153621463
863,compromising,4.304147785879205
789,cleared,4.297593993283867
3075,terms,4.29714218448791
2651,reply,4.293529276118659
212,590,4.28307495818897
115,280,4.272348981640959
1758,injurious,4.2677467192802245
3169,turned,4.266033822912805
1111,deposit,4.255818255835046
472,answer,4.250775888925096
3083,thanks,4.250238506667064
648,blocking,4.24818167862841
1694,impacting,4.244962114794855
1484,format,4.2327073655277125
1859,latest,4.227408407205618
2506,rates,4.220364184454109
722,cease,4.214166169514289
2831,serves,4.213384730677749
1329,everyday,4.211753578478392
1388,failing,4.209374345371133
435,agent,4.19999300545157
1489,forwarded,4.19787500644894
78,2013,4.192430408425271
1577,hand,4.188906543397223
1608,held,4.183515383199112
1197,dl,4.182111377497373
1244,edxxxx,4.17464861190546
2236,ordered,4.172496172073022
2766,rule,4.1699501278808935
1838,kind,4.167247544088913
2881,site,4.15914177387677
3015,suffer,4.1588898636546725
1281,ended,4.152824957664055
3136,tradeline,4.150687567565011
2468,provisions,4.146726119627078
2638,rental,4.144817850651235
1078,deficient,4.141889680745991
3236,usc,4.140091836250629
2015,maximum,4.125465526122956
1151,diligence,4.114472115100634
2622,remain,4.109215892727225
3388,yesterday,4.101900016590212
2188,obtaining,4.101176661119188
1363,explain,4.097385511100398
2394,present,4.091308932539305
1332,ex,4.088817034135565
116,2800,4.086374514308461
2511,reaching,4.083573751342657
545,attach,4.08038818891687
834,communication,4.074888813843648
2463,providers,4.074152849870004
707,cares,4.06785343354012
164,410,4.059220419252417
2395,presented,4.0466995289055205
2778,santander,4.044996054597976
1813,isnt,4.044945346053009
1734,indicated,4.039283460092155
1069,defaulted,4.038733857991868
2008,match,4.03710000322596
369,acquiring,4.033651272772399
812,collectors,4.028454633708045
2964,stay,4.024838886510295
2618,release,4.018589177232887
3060,tax,4.0128017126635935
2005,marks,4.012165711869333
1409,fault,3.9994158549245906
261,740,3.997895314333138
1673,identify,3.990249308267213
2554,recourse,3.9894858705115106
2411,privacy,3.9873511112178193
2918,specific,3.982216853432774
2452,protect,3.9751132655586296
471,annual,3.965517735106595
1226,driver,3.960700118710421
1310,erroneously,3.956567484209905
2826,separate,3.9548632178133487
2679,requirements,3.9511331819682334
2889,small,3.941572787855745
897,consideration,3.9376474118696168
197,530,3.9371309520441105
1432,fighting,3.9302786649074726
2813,seeking,3.9290529138262476
1209,dollar,3.929031423138474
782,claiming,3.9257749707501155
1213,double,3.925580205279708
2595,regulations,3.9235642220131712
2249,outright,3.920493076877056
3154,tremendous,3.9172699082522255
2085,model,3.9152762363407563
1516,furnished,3.908794395694754
573,automatic,3.903271775079806
2052,million,3.890880666963661
239,650,3.8892092180763864
2146,newer,3.8862632362276717
1129,detailed,3.8839615511652377
2126,nc,3.882100125363621
2498,questions,3.8799132827855876
857,compliantly,3.8696023417303937
458,allowing,3.868423426717103
544,assured,3.8645259289767186
1032,dealer,3.862837020314279
2239,organization,3.859552969258915
565,authority,3.853903124993832
547,attaching,3.8537389823355417
156,390,3.8509974407098806
1927,listing,3.8476253083963217
3000,submitting,3.845512605797577
1996,manager,3.845511356139683
2929,spoken,3.8439021155968907
1232,duplicate,3.836712961857111
465,american,3.836232439714444
2856,shouldn,3.831964108138476
1525,gain,3.831809190823229
1913,likely,3.8143673876722386
2627,remark,3.8036737964369784
3097,thorough,3.794562199270609
1262,emails,3.7928730443059675
1242,edu,3.7913001286604326
468,amt,3.787562276224727
3367,worthiness,3.7838559514633294
1871,learned,3.7750898530065977
655,bought,3.7749151919414463
2107,moved,3.769433065059542
100,240,3.7628628655207903
3211,unpaid,3.7617437386947925
99,24,3.756335650239509
2575,reflects,3.751410038585009
3379,xxxxdispute,3.7466015176193084
266,760,3.744392551448094
2408,printed,3.7420557533724246
1961,losses,3.7368329572430006
1642,hope,3.7312850684106036
3222,unwilling,3.728981800183124
89,21000,3.728298114322636
136,3300,3.7228255515865327
106,25000,3.720625394362778
1306,equity,3.7169738619277135
2939,standard,3.7169713744751407
2776,salesmen,3.7124076402415502
64,18000,3.7064668889579635
2817,selfish,3.6922111443124788
1672,identifies,3.690865249432408
3262,value,3.689089477065227
3245,usps,3.686473776740932
904,consolidated,3.67997137286514
1301,entry,3.6795699806738575
1486,forth,3.679362317947423
1009,customers,3.674705281432398
819,coming,3.6720252769473127
430,age,3.6687773309756757
2285,passed,3.664540023896795
742,chance,3.663971072421648
2466,proving,3.6550299154029564
2364,positively,3.65298146894681
1559,government,3.6521678576014605
1727,increase,3.6509714439965335
1728,increased,3.650840286889871
2648,repeated,3.639826100585631
3202,united,3.6393988590738915
392,adequate,3.637065321318899
1714,include,3.6220401685207277
2231,opted,3.614412557308047
2200,offered,3.596246363170348
3235,usage,3.5913560568161023
1988,makes,3.5700466317528923
1522,furthermore,3.5665976224094686
490,applicable,3.5612836324983084
933,continuing,3.5593971601986376
1981,maintained,3.552794877528042
2349,plus,3.5504193695044832
74,20000,3.5499629848623435
2807,sections,3.5472705858674494
967,cost,3.5461585542757934
1292,entered,3.542005044145436
2564,refer,3.5365012710627695
2407,print,3.5360133407608463
3292,violating,3.532315422494871
1346,exist,3.5308128354034833
1429,fico,3.5304206835577623
2261,owner,3.5264071721896375
2004,marked,3.525124280055398
512,arent,3.5216732059449125
2212,ok,3.5190770675520318
2416,procedure,3.517834558962203
3353,wondering,3.5162363896454436
129,31000,3.5162095471836765
171,4300,3.515007207673489
139,3400,3.5135882505831724
3008,success,3.5134891097968826
1408,father,3.511126870595086
2086,modification,3.503492286511337
849,completed,3.5015297870580815
2923,spelling,3.5000178199578045
1786,integrity,3.497640673456623
1762,inquired,3.4927211567333893
1386,fail,3.475147825339705
2048,middle,3.474677544481862
525,aspects,3.4736257760350457
1621,highlighted,3.464360144589047
2165,notices,3.462574644016725
1640,honor,3.4615697817128526
38,16000,3.4550059384942418
2038,message,3.453630292293977
2162,notes,3.4528216310597832
1024,daughter,3.451835564428181
199,540,3.450492819656633
1723,inconsistent,3.4475328092988535
2422,processed,3.444909089578181
3392,zero,3.4352985990822402
247,680,3.435167438554919
1160,discharge,3.4316751594808563
2409,printout,3.4218460846799776
25,13000,3.420088759729474
2877,sincerely,3.418311017415382
1118,described,3.4147317685154603
145,360,3.4139974479995896
3054,talked,3.4098046426653132
747,changing,3.408808645733904
1778,institution,3.405550115399785
2424,produce,3.4049760658320194
2550,recorded,3.403986497600239
224,610,3.3923934172632437
484,apparently,3.390540317344393
764,checks,3.379044661677402
1826,joint,3.3773670609152555
2244,outcome,3.3757777546762053
149,3700,3.3731152369693262
177,4500,3.3675420562946456
732,certifiably,3.3605733363911847
3344,willing,3.358649839696842
1467,followed,3.357189938557435
3227,updating,3.352805788124586
3254,va,3.352725069422784
1575,guys,3.3489597222605467
2773,sale,3.3421986148344165
2947,starting,3.3411246255069136
3358,worked,3.340345651819089
1102,demonstrate,3.3364135037484317
237,640,3.3356455983921993
131,320,3.3355742658415775
2178,ny,3.3318670781172237
671,brought,3.330128893596567
966,cosign,3.327598415137203
3053,talk,3.325816362529008
2471,publish,3.3107918443649633
3209,unless,3.299926753667203
60,17000,3.299728467150001
1054,declare,3.2925384962855033
698,cancelled,3.2841103829663463
1173,discrepancies,3.28175685137983
377,activities,3.262494673883869
2834,servicer,3.2553076535098775
1450,financially,3.2548555022896997
215,600,3.2531127225269567
1515,furnish,3.2525174875121223
618,behavior,3.2522406193093993
1247,effecting,3.2504475776248194
2226,operations,3.2501246685575707
275,800,3.248136985435615
690,california,3.247811141183813
68,19000,3.24626761448933
1707,inability,3.242298941985664
333,accepted,3.219887504566049
1317,especially,3.2160442309429778
2625,remaining,3.2156667867737645
201,550,3.213630133331628
626,benefited,3.2045790435485477
1967,lowered,3.200136865620972
1473,forced,3.1986653526547633
3115,tn,3.1952464812416705
1255,electronic,3.1919761149681753
502,approval,3.1912513174236987
1042,debtor,3.1873430499877657
2204,officer,3.1850324472899
3352,won,3.182681273413533
925,contains,3.1822877448775078
413,advise,3.1811255946434045
2500,quite,3.180077955772081
3204,unjust,3.1657999457782537
2051,military,3.1561114251576172
101,2400,3.1558930187989715
1338,exception,3.1546047201759886
1564,granted,3.153516538741151
2082,mn,3.1533560850186464
3168,turn,3.146859960081317
872,conclusion,3.144997043089357
1250,effort,3.1408821037368577
611,basis,3.138694664404273
3285,victims,3.1303020924551426
3208,unlawful,3.128639979538328
2891,soc,3.1271686213053154
175,45,3.126395487947053
3325,web,3.122782580972258
3354,wont,3.1174118611293724
170,430,3.115984672455449
2685,rescind,3.1126351315698373
3142,transfer,3.109895831007687
1441,filled,3.108036494240496
1059,decreased,3.1059912355602686
1834,keeping,3.1045288846078
1548,gm,3.102116093766747
1514,funds,3.1010152300100566
2080,mixed,3.099355826440945
192,510,3.089551127978072
153,3800,3.089210090833336
2440,promised,3.088538851128367
152,380,3.082209096045578
3218,unsure,3.080491119141709
93,22000,3.0793636372438926
1848,la,3.0715649368780253
3205,unjustly,3.0657564089097487
1491,fradulent,3.0653929260836525
2837,servicing,3.0603027847747084
829,committed,3.0565769540860313
3335,westlake,3.052095334446988
2606,reject,3.05197214997841
102,24000,3.0478531890036287
2519,realize,3.047512739254158
1698,important,3.0441757625138455
937,contractual,3.0432793225559243
276,8000,3.043087613615581
1133,determine,3.0417922969794686
1992,man,3.040042357396188
1558,gov,3.036797518117896
1451,financing,3.036395192691831
1680,ignoring,3.0357894637521055
1615,helpless,3.0349027813598277
1384,factual,3.034579497679303
976,country,3.0193702520296504
503,approve,3.013306909540415
3287,view,3.0126814094532155
2276,paragraph,3.0119319522327004
158,3rd,3.007871102790772
235,630,3.0077155853538433
670,brother,3.0076036009849623
1293,entering,3.006498152466065
127,310,3.00533815395495
26,14,2.999967506690662
1774,inspection,2.997727874962103
241,660,2.9952602783595172
985,covered,2.992664487906365
2482,purchasing,2.990197658162414
2620,relevant,2.989549382389743
1753,initial,2.979049389015022
593,bal,2.9786572438804124
132,3200,2.977744515569688
743,chances,2.973638010120162
1035,dealing,2.9729871726126023
1894,letting,2.9716905013528105
121,2nd,2.9693022765765544
1837,kids,2.967884778286908
2749,revolving,2.961360067093827
2600,reinvestigate,2.960648856068967
736,certify,2.9597099932244113
1549,goes,2.9578862867384044
960,correction,2.9434954148046812
407,advance,2.9385191183615946
2676,require,2.9339104206709403
3317,warning,2.929574568660863
1303,equally,2.92798178896798
460,ally,2.9265828821999804
2091,moments,2.925969486446465
202,5500,2.923145148292909
417,affect,2.9211933984475285
886,confused,2.9211105000287554
2093,monetary,2.920936735426924
1676,ies,2.9150617360031346
3051,takes,2.9137999648539132
2377,practice,2.909889380341995
1261,emailed,2.908363816843438
898,considered,2.905253137565416
2566,referenced,2.902792784423394
3233,upsetting,2.894855123080337
2650,replied,2.8895807806256166
1478,forged,2.8845002290581783
2723,restore,2.883670637130038
3010,successfully,2.8822288389888557
1731,incurred,2.881021916699565
183,480,2.8807117231556543
2355,policy,2.87992753387513
2337,placing,2.879882772310777
984,cover,2.879776237533779
3382,xxxxunder,2.875955175345603
157,3900,2.873531544897048
1588,happy,2.8728957828931385
2177,nv,2.870684087008292
194,520,2.870531333293624
1634,holding,2.8699709720143303
1447,financed,2.8679855355511754
48,1681c,2.8647060319755027
195,5200,2.864274959365671
1594,hardships,2.8597355404112736
3212,unproven,2.8562296391147655
712,cases,2.853333755407615
406,admitted,2.8453578532597272
1251,efforts,2.843529677388538
2229,opportunity,2.8431890157805446
979,course,2.8276661001672516
398,adjustment,2.827471313947677
924,contained,2.8254012406851405
1656,hung,2.823858573206902
2116,na,2.8205119946519077
839,compare,2.8203677127682028
1048,deceptive,2.816497476397397
3298,visa,2.816022834091305
2273,paperless,2.8126414934879853
706,carefully,2.8114982152965275
1031,deal,2.8079012492899045
2926,spent,2.8068144705410636
2211,ohio,2.8019069987629526
2172,notifying,2.7996201673781735
1977,mailing,2.799327637565428
1046,deceased,2.7991524843766813
2591,regular,2.794212025921187
243,670,2.7914812693158275
977,county,2.791417987623779
1851,lady,2.7888950174986475
179,4600,2.7746270873854106
1843,knowingly,2.7737016422490957
1368,exposed,2.7730623655895736
2195,occurred,2.7709465290577313
2843,seven,2.7698842007475637
2233,optional,2.766563725621753
3072,term,2.765969626419454
657,box,2.7657307817459236
95,23,2.7653838414482603
3126,totaled,2.76491618688887
1203,documented,2.7563288237250863
2462,provider,2.7546317196937213
1629,hired,2.7466938811156587
1654,huge,2.7464778326710544
2559,rectify,2.7443907917760573
1334,exactly,2.7412147205507513
2427,professional,2.7390774071383848
2464,provides,2.73759402144765
128,3100,2.734524121511916
1761,inquire,2.7313800753474298
2555,recover,2.7267971645957227
450,allegations,2.7230643457904136
3251,utility,2.7212346884318
486,appeared,2.719130674134253
206,570,2.7166040396150137
1326,ethical,2.7142806949364555
1115,derelict,2.7142806949364555
2683,requisites,2.7142806949364555
3077,testimonial,2.7142806949364555
731,certifiable,2.7142806949364555
1537,generated,2.7124553245814758
474,answers,2.7108123899341137
1919,limited,2.7017846366954066
2576,refund,2.6973441507351796
972,count,2.6966599631852106
2663,repossession,2.6941358750516575
2662,repossessed,2.694091324294156
934,continuously,2.6903897163988515
389,addressed,2.684586388392147
549,attachments,2.6820465653992596
2717,responses,2.6765457670708743
2845,severely,2.6724261778966802
3295,violatons,2.669895359700778
970,couldn,2.669187359306099
135,330,2.6681506686383663
98,23000,2.667751852719875
1886,legitimate,2.666009119128316
686,cable,2.663230040470574
2217,ongoing,2.662888551265594
3238,usdoe,2.662458501170104
1051,decision,2.6618009584919684
2358,portal,2.6608559586062297
2062,mis,2.6564221691683105
1520,furnishing,2.654528005718463
3203,university,2.653983091227245
1870,learn,2.6535995370911363
1807,inwhich,2.653112806908412
2423,processing,2.6494890105185473
1076,deferred,2.646478050635511
2809,secured,2.6461236451559347
42,1681,2.645266580334701
2585,regard,2.642775360760073
282,820,2.6412477813209283
3217,unsuccessful,2.6392571446462014
1080,definitely,2.6384343397816203
3310,waiting,2.63802951851477
1631,hit,2.6378945779272502
2362,position,2.6378101628491866
35,16,2.6338239283437703
2630,remedy,2.6287288180638173
2189,obvious,2.6284790053524465
1839,kindly,2.6282939375542753
1235,duty,2.6227859977594923
477,apart,2.6223534573850795
363,acknowledge,2.6216029064807462
1829,judgement,2.621541376546263
1154,directed,2.621475118774766
312,960,2.6201783196052695
1866,lawyer,2.6185230451608223
2993,stuff,2.6165007283046653
3181,unacceptable,2.6137502198342535
3198,unfortunately,2.6137338894881728
1541,georgia,2.612453733654114
2781,satisfied,2.610388779322427
3004,subsequently,2.610235204730055
1369,express,2.6099537630164855
320,_xxxx,2.6035947781115434
2199,offer,2.602284756605479
2567,referred,2.6000292654995505
117,28000,2.594559381657434
3113,tired,2.5874617182721837
188,50,2.5870067276345687
2512,read,2.5856383021030385
264,750,2.5801389376890325
209,580,2.5792835928497744
1358,experience,2.5781491487197656
2524,reappeared,2.5764623501258486
826,commissions,2.57343797234003
1526,gained,2.5716665742220037
1964,love,2.5674423572594707
2400,prevented,2.558821355109187
1620,highest,2.557661055092457
291,870,2.548061491069307
2442,promoted,2.544680090935701
2764,ruined,2.542086815224871
3183,unaware,2.541300961087167
1234,duties,2.5385336519603214
2646,repayment,2.536940599020522
1579,handled,2.5310216321147645
1231,dropping,2.5289557268970215
2541,recieved,2.518928340714555
1395,fake,2.5172880831743103
2448,proofs,2.5149865929907333
1433,figure,2.51455470090212
1682,il,2.5075927051711453
1269,employee,2.506858774589131
3264,variations,2.5046102876195953
1096,delivered,2.4962848441774863
2040,met,2.4958135341294754
2284,pass,2.494174762960502
1970,luck,2.490977158965609
138,340,2.4908983810417697
2540,recieve,2.4873851795198183
776,citibank,2.4857332922134954
181,4700,2.478626783008609
3321,wasnt,2.4772749277533137
1272,employers,2.477118169962448
2871,significant,2.4712495689143963
627,benefits,2.470705665661863
186,490,2.4701575688445216
2234,options,2.4696536697179874
3088,theres,2.4675706461357043
2906,son,2.46607803740446
2320,persons,2.4649621961130417
1383,facts,2.4635817207593482
1576,half,2.463061136994234
1365,explaining,2.462605877448071
449,allegation,2.4580385791495205
1298,entitled,2.456897178202547
2241,originally,2.45462395076083
1147,difficult,2.451346717014156
1949,log,2.4506765614754067
939,control,2.4505767249691157
775,citi,2.4433880844478613
220,605,2.4420824293115495
730,certainly,2.4407871846997637
1195,divorce,2.4324881729083896
3128,totally,2.430390879544071
1787,intend,2.422558057375581
1706,improved,2.4137764146176433
2292,payday,2.4136527048841314
431,aged,2.410137260942441
348,accountable,2.408893631737141
213,5900,2.408454041871911
844,complained,2.4064094773603943
2688,research,2.403138594802937
1159,disaster,2.4009901290753057
1801,investigations,2.397603913924586
2762,rude,2.3968576136794817
368,acquired,2.393983198350171
3308,wait,2.391739175371975
289,860,2.390822262655772
2715,responding,2.3892543379707463
2269,pages,2.389179636026412
415,advising,2.3866465344959193
574,automatically,2.381496053597994
1188,disregard,2.379747603575535
2190,obviously,2.3766507234743
954,corp,2.376642142614871
3377,www,2.373884800778646
204,560,2.370161748640943
0,000,2.3693165191300682
2109,mr,2.3680538515870726
576,autopay,2.366099523284252
2811,seeing,2.361746146879273
2968,stellar,2.359763059715137
2250,outside,2.356125205420519
870,concerns,2.353169987145239
439,agree,2.351428166093217
3226,updates,2.349149909949621
2336,places,2.345731404639115
2791,scam,2.3444974868107966
2844,severe,2.340840504745101
2156,normal,2.331531181361645
1454,fine,2.3311669533610817
2301,penalties,2.329814969118858
1583,handwriting,2.3295660937758402
1937,living,2.327305579275037
2255,oversight,2.3265069488449597
187,4900,2.3259145773166976
3089,theses,2.325031103762978
2302,penalty,2.323205612471654
165,4100,2.3210993240114774
1828,judge,2.31848524354079
2208,offs,2.3145081906716936
278,809,2.3121511119178613
1957,looks,2.3035493266484743
506,approximately,2.303322434684102
2880,sister,2.300187875105472
258,720,2.299864149326968
896,consider,2.299074352674264
1943,locate,2.2986633727816277
1245,effect,2.289874443122938
1295,entirely,2.2890177391548296
2228,opportunities,2.2889212887115225
372,acting,2.286976675388326
2297,payoff,2.2865390795009986
1827,jpmcb,2.285735229450721
2902,solutions,2.2853781120965664
1448,finances,2.284714812596603
1359,experienced,2.2833881552509316
905,consolidation,2.283244547825663
1732,indebtedness,2.283208387017782
665,bring,2.2796474354943377
2528,reasons,2.2768893973232944
864,computer,2.273326393366348
2125,navy,2.27231904248781
3096,thirty,2.2709368871351496
273,790,2.262883613276649
1791,intentionally,2.261865897783763
344,accordingly,2.2553631099402915
2495,quality,2.2552888623732485
2678,requirement,2.2534100492623117
1979,main,2.25033241046538
1018,dark,2.2477424918235345
981,courthouse,2.246969904443641
3021,suggested,2.246941601018494
2824,sense,2.2467246281295403
230,617,2.246185450229531
2897,sole,2.243479321632168
2026,member,2.243027863362215
2601,reinvestigated,2.23944760001551
823,comments,2.2371395951149733
467,ample,2.235865129300265
2096,monitor,2.233680614237993
3131,toyota,2.2333528807892984
103,25,2.2296622341686057
1922,lines,2.225971704027233
1951,login,2.2255373949568957
2768,rules,2.223234989664347
696,canceled,2.2194831394200527
2599,reinsertion,2.2183845501370243
1568,greatly,2.2166777826534667
3030,supply,2.215593655733258
1903,lie,2.2142356663310845
785,class,2.2118787522761503
1570,group,2.211170832017853
3299,visit,2.208972075993621
1351,expect,2.208352568496149
2017,md,2.1986423747157713
752,character,2.1946195769866885
607,base,2.1945267355172007
603,barclays,2.19429508331572
580,avoid,2.191863101413129
710,cars,2.1915519552182263
310,950,2.185640832540821
1782,instruments,2.184493004538124
2523,reappear,2.184054491060651
575,automobile,2.183968618345656
1878,leave,2.1839357568947526
2232,option,2.181641184469361
1002,crisis,2.1798771829967576
2755,ripped,2.1750056152768864
3219,untrue,2.174583803527776
2066,misreported,2.172066672178583
1508,frustrating,2.1690278833307413
908,constantly,2.166712025466284
1555,goodwill,2.164017048265291
2589,registered,2.1635926584237017
2152,nj,2.1621097701444083
1200,docket,2.159531588898002
236,6300,2.158176021860047
1598,hasn,2.157869694190016
590,background,2.1531386424166055
2413,probably,2.1514865776358523
2042,methods,2.1512982214551686
2898,solely,2.150146896339478
2383,precisely,2.1468971864338298
853,complex,2.144109636334998
831,communicate,2.1430375012301157
3281,veteran,2.1412875572667627
599,banking,2.1407209754414223
2380,pre,2.1387700990444882
225,6100,2.138379474064565
651,boost,2.1380533846904264
2170,notifies,2.134484803777159
2036,merged,2.1293273177326673
3117,todays,2.1290310929213856
1643,hopes,2.128698543383044
938,contribute,2.1235293063547034
2901,solution,2.118896350399221
1394,faith,2.1171689123033612
1000,crime,2.1150895575851476
3162,truly,2.114579915334811
2047,mid,2.1141119391788794
1287,enrolled,2.1128931192447276
2879,sir,2.112438675721782
2013,matters,2.108485149208067
2030,mention,2.1060613540235416
531,assigned,2.1043315275617327
751,chapterxxxxbankruptcydismissed,2.1029940118190242
2260,owned,2.102065092029904
2864,sick,2.0998469090968532
207,5700,2.0996468079869
353,accuracies,2.0991363112936527
859,complied,2.0973541645308984
2259,owing,2.0953415742374664
1741,individuals,2.095268503317316
3289,violate,2.093988141293436
1713,incident,2.0862871162779295
1904,lied,2.0856539844086694
448,alerts,2.0825393087863224
1452,finding,2.0808759868229036
3247,usually,2.079811706755979
529,asset,2.078685142881997
295,890,2.078655101957384
1476,foreclosure,2.0727977244327507
1644,hoping,2.0726847325684665
2251,outsourcing,2.0710729297570225
2011,material,2.0710068955621614
162,40000,2.0688360606045193
572,automated,2.068667702356088
1704,improper,2.0682120233967134
2363,positive,2.0678759396419726
2862,shut,2.066433488113128
3384,xxxxxx,2.0633965240016083
2790,sc,2.0574727800906425
3347,wish,2.0543876162204815
1222,draft,2.0517853678435687
3230,uploaded,2.0483391562193516
817,comenity,2.045336325858411
941,convenience,2.0447087885785025
288,8500,2.0408483781882882
1830,judgment,2.0394560611976114
2900,solicited,2.038684353425578
852,completion,2.0361333575111784
1077,deficiency,2.0354709140171017
983,cousin,2.0319932109007057
76,2011,2.0284033224528373
1420,fed,2.027215900977322
805,coding,2.0257121299015894
1414,fcba,2.024000093371316
3197,unfairly,2.022962032796191
2393,presence,2.0220931280368397
1040,debit,2.01753848171202
2063,miscellaneous,2.0174820202051094
364,acknowledged,2.0127865387869748
1808,irrefutably,2.0115330341509026
778,city,2.010944126484587
1604,hear,2.0101201447271886
635,binding,2.0084609085474514
2071,missouri,2.0080553793175717
2888,sm,2.0057806396669067
678,bus,2.0057806396669067
400,admin,2.0057806396669067
2657,reporters,2.00344576158217
2962,statutes,2.001085062154319
3342,willful,1.9999948982984266
1767,inquries,1.9991730512068004
255,710,1.998858379889957
2903,solve,1.9977438633109845
2357,popped,1.99703743529756
727,center,1.9966099117387495
595,balanced,1.9958836547789254
1236,earlier,1.99054399092428
956,corporation,1.9902326675152378
1112,deposited,1.9899449551120272
709,carrying,1.987696759826901
3155,tremendously,1.9873782145607684
2459,proves,1.9860489797004495
1626,hipaa,1.9824208026126844
2867,signatures,1.9823006287236236
304,920,1.9758112673812718
2793,scheduled,1.975422794600858
2857,shouldnt,1.9749691895409662
1372,extended,1.9721529072243067
3213,unrecognized,1.971057523487736
2356,poor,1.970749919381456
1652,housing,1.9700860366647455
219,604,1.9638668792924403
1614,helping,1.9626286202987058
2068,miss,1.957590892145718
1929,literally,1.9571776563339969
2532,receipts,1.9565271807548203
770,chrysler,1.955989615303599
3258,validating,1.9556676203745782
1852,laid,1.9551795026477705
2298,paypal,1.954621196902149
2527,reasonably,1.9541803151552721
298,900,1.9540391144445257
1144,difference,1.953497083917976
1973,madam,1.951734270386622
975,countless,1.9486395311443734
1053,declaration,1.94857559259603
2128,nearly,1.9425862461854821
1324,estate,1.9344324062064164
1381,facta,1.9289438217434685
2475,pulls,1.9278787503772263
316,980,1.9257508105558159
2819,selling,1.9232677447048414
3178,typically,1.9231544828176654
1030,deadline,1.9229315394516124
2570,refinanced,1.9210998102339254
2359,portfolio,1.9150411326541985
1617,hi,1.9143059180588597
2944,standstill,1.91388182087264
2467,provision,1.912976318098974
3144,transfers,1.912410482409408
1759,injury,1.9115206643816112
1872,learnmore,1.9108935733508439
1327,event,1.9100238615001344
508,ar,1.9098380392354954
57,17,1.9079572641688682
90,22,1.9029165424374037
1237,earliest,1.8988713659804226
3058,tarnished,1.8968128093426215
2330,pick,1.8960208942805066
2985,stressful,1.8941235016521785
2419,proceeded,1.8925134352910382
2598,reinserted,1.8882690276798328
2849,shellpoint,1.8880993861590931
750,chapterxxxxbankruptcydischarged,1.8877445823251096
1123,desist,1.887375839766261
391,addressing,1.8873111673264737
3167,tu,1.887091293286235
1896,lexis,1.8854003405994872
2847,share,1.8832441906507214
1216,downloaded,1.8815715083447557
3361,world,1.8801539847945155
2426,products,1.8790484634028328
654,borrowers,1.8774389257166684
337,accessed,1.87617046049433
724,cell,1.8747693919348345
1106,deny,1.8713005100266908
3080,text,1.8711465592031067
804,codes,1.867006018953041
2049,midland,1.8667890159694702
2698,residence,1.866697250156274
584,awarded,1.8629408914771115
555,attended,1.8628501195714404
1423,feedback,1.8625818216271668
1135,determines,1.8580283223896952
1411,favor,1.85174331439956
923,contain,1.8463495835420392
1461,fixing,1.8447163695723678
1020,database,1.843302703845765
1971,lying,1.8401718299106808
2044,metro2,1.83999320002606
2915,speaking,1.8368686265353955
942,convergent,1.8367203823295368
1512,fund,1.8360913343859948
1959,losing,1.8357910348608875
3133,tracking,1.8353518198094412
339,accident,1.8324992262863773
2798,screen,1.831085459015355
2571,refinancing,1.8289305005275809
270,780,1.8286602527932239
2958,statuses,1.8253246974631274
1427,fell,1.8249218472254545
2214,older,1.823680798547814
1794,internet,1.8231182894826643
77,2012,1.8216020974994027
1944,located,1.8177249893892289
3387,yes,1.8162766082219173
583,awaiting,1.8157928923560016
1325,et,1.8153935146000035
2067,misrepresentation,1.8123252410196131
3100,thousands,1.8118439283500152
3309,waited,1.811197601556025
1193,district,1.8099602429944825
2441,promissory,1.8079908767750614
987,covid19,1.805330159131358
1861,lawful,1.8041309494267634
328,abusive,1.8015490279868513
141,35,1.7978339235847651
2913,sources,1.7972593295459731
1802,investigative,1.7963789902217728
883,confirming,1.7962663783992263
3063,td,1.7948685747437112
2610,relates,1.7945834381312882
650,bogus,1.7940601029725545
1899,liability,1.7917603994903735
